Description,Price (Rs.),Rating,Review,URL
"LG 270 L 3 Star Direct Cool Single Door Refrigerator(GL-B281BPZX, Shiny Steel, Smart Inverter Compressor)","20,990",4.1 out of 5 stars,265,https://www.amazon.in/LG-Refrigerator-GL-B281BPZX-DPZZEBN-Inverter-Compressor/dp/B06XG9N37B/ref=sr_1_109?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-109
"AmazonBasics 670 L Frost-Free French-Door Refrigerator (Silver, Water Dispenser)","66,499",3.2 out of 5 stars,5,https://www.amazon.in/AmazonBasics-AB2019RF009-Refrigerator-Model-9/dp/B07R9NK33K/ref=sr_1_110?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-110
Whirlpool 245 L 2 Star Frost-Free Double Door Refrigerator,"20,490",4.1 out of 5 stars,137,https://www.amazon.in/Whirlpool-Star-Frost-Free-Double-Refrigerator/dp/B083JN7W51/ref=sr_1_111?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-111
"LG 215 L 5 Star Inverter Direct-Cool Single Door Refrigerator (GL-B221ARSZ, Russet Sheen)","19,487",4.0 out of 5 stars,5,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-B221ARSZ/dp/B084S8NDVM/ref=sr_1_112?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-112
"Renewed Whirlpool 190 L 3 Star Direct-Cool Single Door Refrigerator (WDE 205 CLS 3S, Wine)","10,617",,,https://www.amazon.in/Whirlpool-Refrigerator-WDE-205-CLS/dp/B08CH8Z3MN/ref=sr_1_113?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-113
"Haier 220 L 3 Star Direct-Cool Single Door Refrigerator (HRD-2203PWG-E, Wave Glass)","19,925",5.0 out of 5 stars,2,https://www.amazon.in/Haier-Direct-Cool-Single-Refrigerator-HRD-2203PWG/dp/B088PG2XJ8/ref=sr_1_114?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-114
"Whirlpool 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (WDE 205 PRM 4S INV MAGNUM STEEL, Magnum Steel)","13,990",3.9 out of 5 stars,28,https://www.amazon.in/Whirlpool-WDE-205-MAGNUM-STEEL/dp/B0892Q3WBW/ref=sr_1_115?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-115
"Whirlpool 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (WDE 205 ROY 4S INV MAGNUM STEEL, Magnum Steel)","14,490",3.9 out of 5 stars,28,https://www.amazon.in/Whirlpool-WDE-205-MAGNUM-STEEL/dp/B0892NW44H/ref=sr_1_116?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-116
"Whirlpool 215 L 3 Star Inverter Direct-Cool Single Door Refrigerator with Auto-Defrost Technology (230 VITAMAGIC PRO PRM 3S INV, Magnum Steel)","16,240",3.6 out of 5 stars,100,https://www.amazon.in/Whirlpool-Refrigerator-230-PRM-INV/dp/B08CRY9833/ref=sr_1_117?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-117
"Whirlpool 200 L 4 Star Inverter Direct-Cool Single Door Refrigerator (215 ICEMAGIC PRO PRM 4S INV, Wine Flume)","15,490",3.8 out of 5 stars,5,https://www.amazon.in/Whirlpool-215-ICEMAGIC-PRO-PRM/dp/B088287VHS/ref=sr_1_118?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-118
"LEONARD USA 115 L Inverter Double Door Mini Refrigerator/Small Fridge with Separate Deep Freezer Compartment & Interior Light for Home, Office or Bar (Based on American Technology)","15,590",5.0 out of 5 stars,2,https://www.amazon.in/LEONARD-Inverter-Refrigerator-Compartment-Technology/dp/B08FZSDFVW/ref=sr_1_119?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-119
"Haier 195 L 4 Star Direct-Cool Single Door Refrigerator (HRD-1954CSG-E, Black Spiral Glass)","15,390",4.1 out of 5 stars,72,https://www.amazon.in/Haier-Direct-Cool-Single-Refrigerator-HRD-1954CSG/dp/B084HZX8XB/ref=sr_1_120?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-120
"Haier 195 L 4 Star Direct-Cool Single Door Refrigerator (HRD-1954PSG-E, Black Spiral Glass)","16,900",3.7 out of 5 stars,8,https://www.amazon.in/Haier-Direct-Cool-Single-Refrigerator-HRD-1954PSG/dp/B088PH7LWC/ref=sr_1_121?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-121
"Haier 195 L 3 Star Direct-Cool Single Door Refrigerator (HRD-1953CRS-E, Red Serenity)","12,385",3.9 out of 5 stars,34,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HRD-1953CRS-Serenity/dp/B084497PXQ/ref=sr_1_122?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-122
"Samsung 225 L 4 Star Inverter Direct Cool Single Door Refrigerator(RR23A2F3X9U/HL, Paradise Blue, Base Stand with Drawer, Digi-Touch Cool)","19,190",,,https://www.amazon.in/Samsung-Refrigerator-RR23A2F3X9U-HL-Digi-Touch/dp/B08SM5GCD8/ref=sr_1_123?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-123
"Godrej 255 L 2 Star Inverter Frost-Free Double Door Refrigerator (RF EON 255B 25 HI RY DR, Royal Dremin)","19,990",3.9 out of 5 stars,356,https://www.amazon.in/Godrej-Frost-Free-Refrigerator-EON-255B/dp/B083SQWR5J/ref=sr_1_124?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-124
"Samsung 230 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR24T282YDX/NL, Luxe Brown)","19,690",5.0 out of 5 stars,1,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR24T282YDX-NL/dp/B0845BJRRC/ref=sr_1_125?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-125
"LG 190 L 5 Star Inverter Direct-Cool Single Door Refrigerator (GL-D201APZZ, Shiny Steel, Base stand with drawer)","17,190",,,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D201APZZ/dp/B084SF1564/ref=sr_1_127?dchild=1&keywords=refrigerator&qid=1613575490&sr=8-127
